iteration,L1,L2,Gradient,BCE
191200,0.01339,0.00123,0.01754,0.0728
191250,0.01342,0.00123,0.01761,0.07279
191300,0.01343,0.00123,0.01755,0.07239
191350,0.01339,0.00122,0.01746,0.07209
191400,0.01332,0.00121,0.01743,0.07121
191450,0.01339,0.00122,0.01756,0.07052
191500,0.01338,0.00122,0.01759,0.07117
191550,0.01343,0.00123,0.01768,0.07072
191600,0.01334,0.00122,0.01752,0.07019
191650,0.01348,0.00123,0.0177,0.07064
191700,0.01341,0.00123,0.01777,0.07012
191750,0.01357,0.00125,0.01794,0.07038
191800,0.01346,0.00124,0.01774,0.06979
191850,0.01342,0.00123,0.01766,0.06994
191900,0.01346,0.00123,0.0178,0.06968
191950,0.01353,0.00124,0.01781,0.06977
192000,0.0135,0.00124,0.0179,0.0708
192050,0.01344,0.00123,0.01777,0.07104
192100,0.01334,0.00122,0.01767,0.07075
192150,0.01344,0.00125,0.01775,0.07073
192200,0.01336,0.00123,0.01771,0.07042
192250,0.01331,0.00123,0.0176,0.07011
192300,0.01324,0.00122,0.01758,0.07061
192350,0.01322,0.00121,0.0175,0.07049
192400,0.01321,0.0012,0.01739,0.06998
192450,0.01313,0.0012,0.0176,0.06942
192500,0.01314,0.00119,0.01758,0.06948
192550,0.01309,0.00118,0.01749,0.06926
192600,0.01305,0.00117,0.0174,0.06941
192650,0.0135,0.00126,0.01798,0.07032
192700,0.01346,0.00126,0.01817,0.0704
192750,0.01349,0.00126,0.01817,0.07006
192800,0.01351,0.00126,0.01824,0.06988
192850,0.01362,0.00128,0.01836,0.07084
192900,0.01362,0.00127,0.01824,0.07022
192950,0.01419,0.00164,0.01836,0.07562
193000,0.01418,0.00163,0.01823,0.07502
193050,0.01406,0.0016,0.01812,0.07448
193100,0.01394,0.00159,0.01801,0.0753
193150,0.01398,0.00159,0.01812,0.07498
193200,0.01386,0.00157,0.01803,0.07484
193250,0.01383,0.00156,0.01798,0.07448
193300,0.01376,0.00154,0.01783,0.07386
193350,0.01365,0.00152,0.01775,0.07364
193400,0.01371,0.00152,0.01786,0.07362
193450,0.01367,0.00151,0.01786,0.07299
193500,0.01361,0.0015,0.0178,0.0731
193550,0.01367,0.0015,0.01792,0.07249
193600,0.01371,0.0015,0.01796,0.07217
193650,0.01367,0.00149,0.01792,0.07202
193700,0.01362,0.00149,0.01796,0.07193
193750,0.01375,0.0015,0.01789,0.07276
193800,0.01366,0.00149,0.01779,0.0725
193850,0.01363,0.00149,0.01801,0.07225
193900,0.01369,0.00149,0.01807,0.07216
193950,0.01359,0.00147,0.01792,0.07168
194000,0.01361,0.00147,0.01788,0.07416
194050,0.01363,0.00146,0.0178,0.07364
194100,0.0136,0.00145,0.0177,0.07333
194150,0.01356,0.00144,0.01771,0.0728
194200,0.01347,0.00142,0.01757,0.07223
194250,0.0134,0.00141,0.01748,0.07171
194300,0.01333,0.00139,0.01739,0.07092
194350,0.01348,0.0014,0.01739,0.07116
194400,0.01353,0.0014,0.01734,0.07055
194450,0.01339,0.00138,0.01713,0.07106
194500,0.01348,0.00138,0.01719,0.072
194550,0.01357,0.00138,0.01721,0.07249
194600,0.01365,0.00139,0.01753,0.07285
194650,0.01362,0.00138,0.0175,0.07539
194700,0.01353,0.00137,0.01732,0.07459
194750,0.01353,0.00136,0.01724,0.07515
194800,0.01336,0.00133,0.01699,0.0741
194850,0.01335,0.00133,0.01701,0.07401
194900,0.01338,0.00133,0.01716,0.07364
194950,0.01336,0.00133,0.01726,0.07355
195000,0.01336,0.00132,0.01743,0.07322
195050,0.01329,0.00131,0.0174,0.07348
195100,0.01339,0.00132,0.01741,0.07553
195150,0.0134,0.00132,0.0173,0.0748
195200,0.01336,0.00132,0.0174,0.0743
195250,0.01331,0.0013,0.0173,0.07437
195300,0.01326,0.0013,0.01722,0.07511
195350,0.01318,0.00128,0.01711,0.07678
195400,0.01314,0.00127,0.01702,0.07581
195450,0.01307,0.00126,0.01689,0.07558
195500,0.01299,0.00126,0.01697,0.07668
195550,0.01299,0.00126,0.01715,0.07687
195600,0.01312,0.00127,0.01752,0.07694
195650,0.0131,0.00127,0.01741,0.07743
195700,0.01318,0.00128,0.01751,0.07775
195750,0.01311,0.00127,0.01745,0.07761
195800,0.01312,0.00126,0.01737,0.07765
195850,0.0131,0.00126,0.0173,0.07732
195900,0.01305,0.00125,0.01721,0.07871
195950,0.01314,0.00124,0.01711,0.07963
196000,0.0131,0.00124,0.01707,0.07881
196050,0.01304,0.00123,0.01696,0.07819
196100,0.01302,0.00122,0.01693,0.07736
196150,0.0129,0.00121,0.01685,0.07653
196200,0.01289,0.0012,0.01675,0.07642
196250,0.01278,0.00118,0.01656,0.07632
196300,0.01285,0.00119,0.01661,0.07657
196350,0.01292,0.0012,0.01697,0.0763
196400,0.01285,0.00119,0.01705,0.07615
196450,0.01286,0.00119,0.01708,0.07594
196500,0.01283,0.00119,0.01707,0.07703
196550,0.01281,0.00118,0.01706,0.07715
196600,0.01286,0.00119,0.01712,0.07676
196650,0.01279,0.00117,0.01706,0.07652
196700,0.01278,0.00116,0.01695,0.07651
196750,0.01271,0.00115,0.01684,0.07592
196800,0.01274,0.00115,0.01683,0.07613
196850,0.01276,0.00115,0.01684,0.07626
196900,0.01274,0.00115,0.01681,0.07715
196950,0.01293,0.00118,0.01696,0.0768
197000,0.013,0.00119,0.01719,0.07654
197050,0.01293,0.00118,0.01709,0.07596
197100,0.01289,0.00118,0.0171,0.07548
197150,0.01296,0.00119,0.01743,0.0752
197200,0.01295,0.00119,0.01735,0.0755
197250,0.01299,0.00119,0.01727,0.07548
197300,0.01302,0.00119,0.01742,0.07558
197350,0.0131,0.0012,0.0175,0.07556
197400,0.01306,0.00119,0.01743,0.07567
197450,0.01303,0.00119,0.01739,0.07674
197500,0.01294,0.00118,0.01729,0.07636
197550,0.01292,0.00117,0.01725,0.07592
197600,0.01296,0.00118,0.01725,0.0759
197650,0.01289,0.00116,0.01713,0.07524
197700,0.01279,0.00115,0.01703,0.07529
197750,0.01274,0.00114,0.01695,0.07498
197800,0.01269,0.00114,0.01695,0.07442
197850,0.01281,0.00117,0.01694,0.07364
197900,0.01266,0.00115,0.01687,0.07284
197950,0.01264,0.00115,0.01682,0.07177
198000,0.0126,0.00114,0.01686,0.07269
198050,0.01252,0.00113,0.01674,0.07261
198100,0.01255,0.00114,0.01682,0.0725
198150,0.0125,0.00113,0.01682,0.07217
198200,0.01264,0.00123,0.01684,0.0722
198250,0.01259,0.00122,0.01674,0.07201
198300,0.01264,0.00125,0.01665,0.07314
198350,0.01262,0.00125,0.01656,0.07371
198400,0.01276,0.00125,0.01669,0.07368
198450,0.0129,0.00126,0.01685,0.07588
198500,0.01296,0.00127,0.01689,0.07604
198550,0.01302,0.00128,0.01686,0.07601
198600,0.0131,0.00129,0.01699,0.07692
198650,0.01322,0.0013,0.01698,0.0776
198700,0.01331,0.00131,0.01716,0.07792
198750,0.01334,0.00131,0.01718,0.07727
198800,0.01357,0.00139,0.01764,0.07705
198850,0.01358,0.00138,0.01765,0.07804
198900,0.01361,0.00138,0.01779,0.07832
198950,0.01364,0.00138,0.01778,0.07841
199000,0.01351,0.00136,0.01761,0.07812
199050,0.01348,0.00135,0.01756,0.07776
199100,0.0134,0.00134,0.01745,0.07758
199150,0.01334,0.00133,0.01744,0.07762
199200,0.01326,0.00132,0.01732,0.07738
199250,0.01318,0.00131,0.0172,0.07692
199300,0.01312,0.0013,0.01718,0.07723
199350,0.01316,0.00131,0.01731,0.07652
199400,0.01326,0.00131,0.0175,0.07642
199450,0.01333,0.00136,0.01743,0.07752
199500,0.01327,0.00135,0.01744,0.07699
199550,0.01331,0.00134,0.01736,0.07653
199600,0.01323,0.00133,0.01716,0.07814
199650,0.01321,0.00132,0.01718,0.07821
199700,0.01322,0.00133,0.01726,0.07847
199750,0.01314,0.00131,0.01712,0.07833
199800,0.01311,0.00132,0.01716,0.07787
199850,0.01313,0.00132,0.01717,0.0777
199900,0.01316,0.00131,0.01722,0.07967
199950,0.01313,0.0013,0.01719,0.07896
200000,0.01306,0.00128,0.01714,0.07894
200050,0.01298,0.00127,0.01701,0.07818
200100,0.01297,0.00126,0.01697,0.07865
200150,0.01291,0.00125,0.01694,0.07858
200200,0.01296,0.00126,0.01702,0.07829
200250,0.01312,0.00127,0.0171,0.07857
200300,0.01316,0.00127,0.01715,0.07877
200350,0.01316,0.00127,0.0172,0.07913
200400,0.01319,0.00127,0.01716,0.07897
200450,0.01324,0.00127,0.01719,0.0787
200500,0.01333,0.00129,0.01722,0.07781
200550,0.01334,0.00129,0.01715,0.0774
200600,0.01337,0.00129,0.01728,0.07684
200650,0.01337,0.00129,0.01724,0.07665
200700,0.01326,0.00127,0.01714,0.07638
200750,0.01339,0.00129,0.01712,0.07802
200800,0.01339,0.00128,0.01719,0.07762
200850,0.01341,0.00128,0.01724,0.07769
200900,0.01341,0.00128,0.01716,0.07761
200950,0.01326,0.00126,0.01698,0.07684
201000,0.01325,0.00126,0.01696,0.07653
201050,0.01331,0.00127,0.017,0.07628
201100,0.01336,0.00128,0.01708,0.07623
201150,0.01341,0.00129,0.01713,0.07552
201200,0.01342,0.00128,0.01719,0.07539
201250,0.01347,0.00128,0.01719,0.07484
201300,0.01336,0.00126,0.01706,0.07468
201350,0.01327,0.00125,0.01697,0.07534
201400,0.01319,0.00124,0.0169,0.07521
201450,0.01326,0.00124,0.01708,0.07555
201500,0.01345,0.00129,0.01751,0.07584
201550,0.01352,0.0013,0.01771,0.07585
201600,0.01353,0.00129,0.01771,0.07563
201650,0.01355,0.0013,0.01759,0.0772
201700,0.01345,0.00128,0.01748,0.07646
201750,0.01347,0.00128,0.01747,0.07661
201800,0.0135,0.00128,0.01755,0.07834
201850,0.01359,0.00129,0.01766,0.07892
201900,0.01363,0.00131,0.01845,0.07939
201950,0.01375,0.00133,0.01864,0.07965
202000,0.01378,0.00133,0.01865,0.08076
202050,0.01383,0.00134,0.01855,0.08108
202100,0.01384,0.00134,0.01856,0.08077
202150,0.01381,0.00133,0.01861,0.08079
202200,0.01379,0.00133,0.01853,0.08019
202250,0.01377,0.00132,0.01852,0.08063
202300,0.01374,0.00131,0.01841,0.08052
202350,0.01392,0.00135,0.01868,0.08093
202400,0.01392,0.00134,0.01872,0.08065
202450,0.01391,0.00135,0.01866,0.08053
202500,0.0138,0.00133,0.01852,0.07962
202550,0.01374,0.00132,0.01838,0.0791
202600,0.01374,0.00133,0.01828,0.07925
202650,0.01367,0.00132,0.01813,0.07878
202700,0.01358,0.0013,0.01795,0.07822
202750,0.01355,0.00129,0.01786,0.07764
202800,0.01356,0.00129,0.01787,0.07728
202850,0.01355,0.00129,0.01791,0.07723
202900,0.01362,0.0013,0.01806,0.07705
202950,0.01351,0.00129,0.01795,0.07727
203000,0.01344,0.00128,0.01784,0.07646
203050,0.01331,0.00126,0.01773,0.07573
203100,0.01327,0.00126,0.01764,0.0758
203150,0.01329,0.00125,0.0177,0.07496
203200,0.01339,0.00127,0.01787,0.07511
203250,0.01328,0.00126,0.01767,0.07408
203300,0.01317,0.00125,0.01748,0.07335
203350,0.01319,0.00125,0.01757,0.07335
203400,0.01326,0.00125,0.0176,0.07425
203450,0.01336,0.00126,0.01776,0.07464
203500,0.01344,0.00127,0.01791,0.07516
203550,0.0133,0.00125,0.01778,0.07415
203600,0.01327,0.00124,0.01771,0.07403
203650,0.01333,0.00125,0.0177,0.07509
203700,0.01328,0.00124,0.01763,0.07487
203750,0.01323,0.00123,0.0176,0.0751
203800,0.01321,0.00122,0.01753,0.07485
203850,0.01333,0.00125,0.0177,0.07519
203900,0.01325,0.00123,0.01766,0.07435
203950,0.01331,0.00123,0.01759,0.07467
204000,0.01321,0.00122,0.01743,0.07374
204050,0.01316,0.00121,0.01744,0.07355
204100,0.01314,0.00121,0.01743,0.07324
204150,0.01351,0.00126,0.01764,0.07382
204200,0.01346,0.00125,0.01754,0.07422
204250,0.01356,0.0013,0.01763,0.0739
204300,0.01354,0.0013,0.01761,0.07341
204350,0.01363,0.00131,0.01765,0.07345
204400,0.01359,0.0013,0.01756,0.07292
204450,0.01356,0.0013,0.01747,0.07244
204500,0.01355,0.0013,0.01746,0.07156
204550,0.01349,0.00129,0.0173,0.07196
204600,0.01349,0.00129,0.01729,0.07194
204650,0.01347,0.00129,0.01733,0.07161
204700,0.01346,0.00128,0.01724,0.07172
204750,0.01344,0.00127,0.01724,0.07139
204800,0.01335,0.00126,0.01711,0.0715
204850,0.01335,0.00127,0.01722,0.07196
204900,0.01329,0.00125,0.01717,0.0714
204950,0.01327,0.00125,0.01718,0.07122
205000,0.01319,0.00124,0.01708,0.07081
205050,0.01326,0.00125,0.01699,0.07028
205100,0.01322,0.00124,0.01702,0.07044
205150,0.01325,0.00124,0.01706,0.07148
205200,0.01316,0.00123,0.01699,0.07183
205250,0.01314,0.00122,0.01697,0.072
205300,0.0131,0.00121,0.01696,0.07165
205350,0.01309,0.0012,0.01692,0.07151
205400,0.01318,0.00122,0.01704,0.07388
205450,0.01331,0.00126,0.01707,0.07482
205500,0.01328,0.00126,0.0171,0.07503
205550,0.01324,0.00125,0.01711,0.07456
205600,0.01317,0.00124,0.01699,0.0745
205650,0.01313,0.00123,0.01692,0.07493
205700,0.0132,0.00124,0.01707,0.07528
205750,0.01321,0.00123,0.01708,0.07494
205800,0.01314,0.00123,0.01698,0.07431
205850,0.01319,0.00123,0.01699,0.07509
205900,0.01326,0.00124,0.01719,0.07449
205950,0.01331,0.00124,0.01741,0.07412
206000,0.01344,0.00127,0.01758,0.07376
206050,0.01336,0.00125,0.01745,0.07343
206100,0.01331,0.00124,0.01742,0.07275
206150,0.01327,0.00123,0.01727,0.07268
206200,0.01319,0.00122,0.01729,0.0722
206250,0.01318,0.00122,0.01723,0.07194
206300,0.01313,0.00121,0.01728,0.07218
206350,0.0131,0.00121,0.01724,0.07149
206400,0.01304,0.0012,0.01709,0.07159
206450,0.01297,0.00119,0.01698,0.07109
206500,0.01286,0.00117,0.01696,0.07101
206550,0.01279,0.00117,0.0171,0.07073
206600,0.01277,0.00116,0.01715,0.07072
206650,0.01275,0.00115,0.01711,0.07139
206700,0.01271,0.00115,0.01713,0.07053
206750,0.01265,0.00114,0.01703,0.07014
206800,0.0126,0.00113,0.01693,0.06993
206850,0.01256,0.00112,0.01688,0.06978
206900,0.01264,0.00114,0.01691,0.06993
206950,0.01294,0.00126,0.01679,0.07154
207000,0.01312,0.00131,0.01708,0.07186
207050,0.01319,0.00131,0.01719,0.07176
207100,0.01311,0.0013,0.01708,0.07107
207150,0.01301,0.00128,0.01697,0.07051
207200,0.01299,0.00128,0.017,0.07058
207250,0.013,0.00129,0.01708,0.0706
207300,0.01311,0.0013,0.01722,0.07106
207350,0.01302,0.00129,0.01713,0.07051
207400,0.01293,0.00128,0.01715,0.07019
207450,0.01293,0.00128,0.01715,0.07069
207500,0.01304,0.00129,0.01746,0.07002
207550,0.01303,0.00128,0.01741,0.07045
207600,0.01305,0.00129,0.01743,0.07029
207650,0.01303,0.00128,0.01739,0.07026
207700,0.01305,0.00128,0.01735,0.07163
207750,0.01302,0.00127,0.0173,0.07179
207800,0.01297,0.00126,0.01726,0.07234
207850,0.01288,0.00125,0.01711,0.07235
207900,0.01274,0.00123,0.01694,0.07254
207950,0.01298,0.00126,0.01723,0.073
208000,0.01303,0.00126,0.01722,0.073
208050,0.01339,0.00133,0.01763,0.0731
208100,0.01343,0.00133,0.01769,0.07304
208150,0.01345,0.00133,0.01774,0.07304
208200,0.01361,0.00135,0.01787,0.07281
208250,0.01367,0.00136,0.01796,0.07313
208300,0.01359,0.00135,0.01794,0.07272
208350,0.0136,0.00135,0.01792,0.07303
208400,0.01345,0.00134,0.01776,0.0725
208450,0.01346,0.00133,0.0177,0.07316
208500,0.01337,0.00132,0.01764,0.0728
208550,0.01335,0.00131,0.01761,0.07258
208600,0.01341,0.00132,0.01764,0.07319
208650,0.01349,0.00134,0.01763,0.07296
208700,0.01343,0.00133,0.01754,0.0726
208750,0.01354,0.00134,0.01763,0.07394
208800,0.01352,0.00133,0.01749,0.07369
208850,0.01347,0.00132,0.01747,0.07318
208900,0.01345,0.00131,0.01746,0.07271
208950,0.01333,0.0013,0.01734,0.07223
209000,0.01324,0.00129,0.01716,0.07156
209050,0.01315,0.00127,0.01708,0.07146
209100,0.01311,0.00126,0.01694,0.07058
209150,0.01301,0.00125,0.01679,0.07014
209200,0.01303,0.00125,0.01676,0.07005
209250,0.01303,0.00125,0.01683,0.06939
209300,0.01316,0.00127,0.01692,0.06978
209350,0.01328,0.00128,0.01696,0.06944
209400,0.01324,0.00127,0.01682,0.06914
209450,0.0131,0.00125,0.01674,0.06835
209500,0.01306,0.00124,0.01663,0.06791
209550,0.01302,0.00123,0.01659,0.06765
209600,0.01302,0.00123,0.01654,0.06875
209650,0.01309,0.00124,0.01658,0.06947
209700,0.01302,0.00123,0.01644,0.06918
209750,0.01297,0.00123,0.01638,0.06965
209800,0.01293,0.00122,0.01641,0.06893
209850,0.01301,0.00123,0.01642,0.07045
209900,0.01291,0.00122,0.01628,0.06993
209950,0.01294,0.00122,0.01634,0.06983
210000,0.01293,0.00121,0.01625,0.06901
210050,0.01309,0.00123,0.01642,0.06922
210100,0.01308,0.00124,0.01652,0.06964
210150,0.01304,0.00123,0.01654,0.06966
210200,0.01299,0.00123,0.01645,0.07067
210250,0.01302,0.00123,0.0165,0.07099
210300,0.01295,0.00121,0.01643,0.07145
210350,0.01284,0.0012,0.01637,0.07092
210400,0.01278,0.00119,0.01631,0.07091
210450,0.01283,0.00119,0.01636,0.07056
210500,0.01294,0.0012,0.01653,0.07012
210550,0.01296,0.0012,0.01651,0.07017
210600,0.01303,0.00124,0.01665,0.07099
210650,0.01299,0.00124,0.01663,0.07015
210700,0.01303,0.00123,0.01657,0.0704
210750,0.0131,0.00125,0.01667,0.07041
210800,0.01304,0.00124,0.01664,0.06976
210850,0.01302,0.00123,0.01661,0.06919
210900,0.01299,0.00122,0.0166,0.06981
210950,0.01308,0.00123,0.01674,0.07027
211000,0.01322,0.00125,0.0169,0.06978
211050,0.01327,0.00126,0.01689,0.06945
211100,0.01324,0.00125,0.0168,0.06963
211150,0.01322,0.00124,0.01683,0.06955
211200,0.01324,0.00124,0.01691,0.06898
211250,0.01325,0.00124,0.01684,0.06835
211300,0.01317,0.00123,0.01665,0.06877
211350,0.01313,0.00121,0.01661,0.06884
211400,0.01321,0.00122,0.01688,0.06957
211450,0.01312,0.0012,0.01671,0.0701
211500,0.01327,0.00122,0.01689,0.07118
211550,0.01327,0.00122,0.01692,0.07109
211600,0.01325,0.00122,0.01693,0.07063
211650,0.01331,0.00122,0.01697,0.07088
211700,0.01323,0.00121,0.01686,0.07013
211750,0.01329,0.00123,0.01686,0.0705
211800,0.01335,0.00123,0.0169,0.07094
211850,0.01325,0.00122,0.01673,0.07044
211900,0.01317,0.0012,0.0166,0.06997
211950,0.01327,0.00122,0.01661,0.07091
212000,0.01321,0.00121,0.0165,0.0714
212050,0.0132,0.00122,0.01635,0.0714
212100,0.01309,0.00121,0.01624,0.0709
212150,0.01296,0.00119,0.01603,0.07081
212200,0.01294,0.00119,0.016,0.07058
212250,0.01301,0.0012,0.01616,0.07207
212300,0.01297,0.00119,0.01614,0.07164
212350,0.01301,0.0012,0.01621,0.07107
212400,0.01303,0.00119,0.01623,0.07076
212450,0.01305,0.00119,0.01642,0.06992
212500,0.01294,0.00118,0.01628,0.06954
212550,0.0129,0.00117,0.01621,0.06895
212600,0.01297,0.00118,0.01632,0.06977
212650,0.01295,0.00118,0.01627,0.06959
212700,0.01287,0.00117,0.01616,0.0697
212750,0.01286,0.00117,0.01621,0.0706
212800,0.01278,0.00116,0.01608,0.07063
212850,0.01275,0.00116,0.01617,0.07049
212900,0.01276,0.00116,0.01629,0.07031
212950,0.01272,0.00116,0.01635,0.06978
213000,0.01266,0.00115,0.01631,0.06947
213050,0.01256,0.00114,0.01618,0.06902
213100,0.01249,0.00113,0.01621,0.06926
213150,0.01251,0.00113,0.01624,0.06861
213200,0.01244,0.00112,0.01606,0.06901
213250,0.01246,0.00113,0.01612,0.06908
213300,0.01243,0.00112,0.01618,0.06884
213350,0.01252,0.00113,0.01626,0.06891
213400,0.01252,0.00113,0.01636,0.06908
213450,0.01254,0.00112,0.01638,0.06847
213500,0.01253,0.00113,0.01659,0.06926
213550,0.01245,0.00112,0.01646,0.07003
213600,0.01246,0.00114,0.01647,0.07079
213650,0.01247,0.00115,0.01648,0.06998
213700,0.01247,0.00114,0.01651,0.07111
213750,0.01265,0.00118,0.01681,0.07123
213800,0.0127,0.00119,0.01681,0.07168
213850,0.01269,0.00118,0.01672,0.07106
213900,0.01279,0.00119,0.01682,0.07133
213950,0.01291,0.0012,0.0169,0.07148
214000,0.01283,0.00119,0.01687,0.07093
214050,0.01281,0.00119,0.01684,0.07068
214100,0.01296,0.00121,0.01711,0.07199
214150,0.01288,0.0012,0.017,0.07124
214200,0.01298,0.00122,0.01722,0.07133
214250,0.013,0.00122,0.01739,0.07144
214300,0.01298,0.00122,0.01738,0.07239
214350,0.01294,0.00121,0.01728,0.07301
214400,0.01303,0.00123,0.01731,0.07222
214450,0.01307,0.00124,0.01738,0.07214
214500,0.01305,0.00123,0.01745,0.07155
214550,0.01302,0.00123,0.01736,0.07105
214600,0.01309,0.00125,0.01743,0.07116
214650,0.01309,0.00124,0.01741,0.07131
214700,0.01294,0.00122,0.01715,0.07091
214750,0.01287,0.00122,0.01706,0.07057
214800,0.01276,0.0012,0.01686,0.07051
214850,0.01285,0.00121,0.01698,0.07051
214900,0.01285,0.0012,0.01701,0.07265
214950,0.01278,0.00118,0.0169,0.07221
215000,0.01277,0.00118,0.01685,0.07138
215050,0.01286,0.00119,0.01709,0.07065
215100,0.01286,0.00122,0.01689,0.07111
215150,0.013,0.00123,0.01692,0.07144
215200,0.013,0.00123,0.01677,0.07111
215250,0.01288,0.00122,0.01664,0.07053
215300,0.01299,0.00122,0.01676,0.07046
215350,0.01311,0.00123,0.01688,0.06978
215400,0.01312,0.00123,0.01692,0.06951
215450,0.01309,0.00123,0.01688,0.06945
215500,0.01324,0.00127,0.01698,0.06964
215550,0.01339,0.00129,0.01706,0.07238
215600,0.01335,0.00128,0.017,0.07175
215650,0.01328,0.00127,0.01688,0.07117
215700,0.01352,0.00131,0.01699,0.07069
215750,0.01359,0.00132,0.01714,0.07095
215800,0.01363,0.00132,0.01721,0.07051
215850,0.01375,0.00134,0.01744,0.07133
215900,0.0137,0.00133,0.01737,0.0708
215950,0.01362,0.00132,0.01724,0.07029
216000,0.01365,0.00131,0.01731,0.06956
216050,0.01386,0.00134,0.01748,0.06984
216100,0.01385,0.00133,0.01744,0.0693
216150,0.01388,0.00133,0.01741,0.06969
216200,0.01388,0.00133,0.01744,0.06947
216250,0.01378,0.00131,0.01733,0.06881
216300,0.01361,0.00129,0.01708,0.06812
216350,0.0137,0.00133,0.01712,0.06797
216400,0.01369,0.00132,0.01708,0.06864
216450,0.01364,0.00132,0.01703,0.0685
216500,0.01363,0.00132,0.01702,0.06847
216550,0.01362,0.00132,0.01704,0.06856
216600,0.01349,0.0013,0.01683,0.06792
216650,0.01342,0.00129,0.01674,0.06703
216700,0.01346,0.0013,0.0168,0.06704
216750,0.01366,0.00132,0.01708,0.06751
216800,0.0136,0.00131,0.01703,0.06775
216850,0.01357,0.0013,0.01696,0.06721
216900,0.01365,0.00132,0.01716,0.06808
216950,0.0135,0.0013,0.01698,0.06794
217000,0.01354,0.0013,0.01704,0.06782
217050,0.01346,0.00128,0.01695,0.0674
217100,0.01345,0.00128,0.01696,0.07061
217150,0.01348,0.00129,0.01691,0.07061
217200,0.01347,0.00129,0.0169,0.06978
217250,0.01353,0.00129,0.01702,0.06977
217300,0.01361,0.0013,0.01718,0.0702
217350,0.01358,0.0013,0.01717,0.07006
217400,0.01355,0.00129,0.01714,0.06979
217450,0.0135,0.00128,0.01708,0.07012
217500,0.01347,0.00127,0.01707,0.06995
217550,0.01363,0.00128,0.01697,0.06938
217600,0.01361,0.00127,0.01685,0.06978
217650,0.01352,0.00126,0.01673,0.06961
217700,0.01352,0.00126,0.01676,0.07064
217750,0.0134,0.00124,0.01659,0.07022
217800,0.01347,0.00125,0.01679,0.07007
217850,0.01346,0.00125,0.01665,0.06975
217900,0.01353,0.00126,0.01674,0.06936
217950,0.01345,0.00124,0.01682,0.06847
218000,0.01355,0.00127,0.01697,0.06888
218050,0.01353,0.00127,0.01698,0.0684
218100,0.01342,0.00125,0.01686,0.06867
218150,0.01337,0.00124,0.01685,0.06863
218200,0.01342,0.00124,0.01683,0.0683
218250,0.01335,0.00123,0.01678,0.06757
218300,0.0133,0.00123,0.0167,0.06709
218350,0.01336,0.00123,0.01668,0.06729
218400,0.01331,0.00123,0.01674,0.06703
218450,0.01328,0.00122,0.0167,0.06663
218500,0.01324,0.00121,0.01664,0.06603
218550,0.01328,0.00121,0.0168,0.06557
218600,0.0132,0.0012,0.01687,0.06547
218650,0.01348,0.00142,0.01677,0.06598
218700,0.01336,0.0014,0.0166,0.06561
218750,0.01335,0.0014,0.01652,0.06574
218800,0.01335,0.0014,0.01649,0.06604
218850,0.01329,0.00139,0.01647,0.06549
218900,0.01317,0.00137,0.01641,0.06509
218950,0.01326,0.00137,0.0166,0.06598
219000,0.01323,0.00135,0.01653,0.0657
219050,0.01324,0.00135,0.01654,0.06554
219100,0.01339,0.00138,0.01676,0.06639
219150,0.01346,0.00138,0.01685,0.06564
219200,0.01365,0.00141,0.01709,0.06623
219250,0.0137,0.00141,0.01714,0.06618
219300,0.01364,0.0014,0.01705,0.06596
219350,0.01353,0.00138,0.0169,0.06585
219400,0.01347,0.00136,0.01681,0.06511
219450,0.01349,0.00136,0.01675,0.06481
219500,0.01356,0.00136,0.01683,0.06509
219550,0.01346,0.00134,0.01673,0.06474
219600,0.01345,0.00135,0.01673,0.06487
219650,0.01347,0.00134,0.0167,0.0656
219700,0.01347,0.00134,0.01667,0.06622
219750,0.01347,0.00133,0.01667,0.06698
219800,0.01348,0.00135,0.01675,0.06707
219850,0.01352,0.00135,0.01674,0.06658
219900,0.01365,0.00136,0.0168,0.06681
219950,0.01355,0.00134,0.01665,0.06636
220000,0.0135,0.00133,0.01653,0.06635
220050,0.01346,0.00132,0.0165,0.06587
220100,0.01349,0.00132,0.01656,0.06675
220150,0.01355,0.00133,0.01663,0.06689
220200,0.01361,0.00134,0.01676,0.06793
220250,0.01357,0.00133,0.01682,0.0676
220300,0.0136,0.00133,0.01666,0.06762
220350,0.0135,0.00132,0.01652,0.06886
220400,0.01356,0.00135,0.01652,0.06857
220450,0.01351,0.00134,0.01643,0.06967
220500,0.01344,0.00132,0.01638,0.0692
220550,0.01332,0.00131,0.01631,0.06857
220600,0.01338,0.00132,0.01635,0.06831
220650,0.0133,0.00131,0.0162,0.06762
220700,0.01326,0.0013,0.01613,0.06776
220750,0.01319,0.00129,0.01609,0.06764
220800,0.01307,0.00128,0.01595,0.06673
220850,0.01301,0.00126,0.0158,0.06593
220900,0.01288,0.00124,0.01581,0.06528
220950,0.01281,0.00123,0.01578,0.06553
221000,0.01303,0.00127,0.01611,0.06644
221050,0.01306,0.00127,0.01622,0.06615
221100,0.01301,0.00126,0.01617,0.06612
221150,0.01307,0.00127,0.01618,0.06609
221200,0.01313,0.00127,0.01634,0.06626
221250,0.01316,0.00127,0.01647,0.06668
221300,0.0131,0.00126,0.01642,0.06738
221350,0.01311,0.00126,0.0166,0.06736
221400,0.01315,0.00126,0.01662,0.06703
221450,0.01314,0.00125,0.01661,0.06716
221500,0.0132,0.00127,0.01672,0.06692
221550,0.01314,0.00126,0.0167,0.06674
