iteration,L1,L2,Gradient,BCE
60300,0.01623,0.00179,0.02526,0.09119
60350,0.0162,0.00179,0.02533,0.09073
60400,0.01607,0.00177,0.02515,0.0907
60450,0.01607,0.00177,0.02522,0.09048
60500,0.01605,0.00176,0.02514,0.09029
60550,0.01601,0.00175,0.02513,0.09016
60600,0.01595,0.00174,0.02493,0.08964
60650,0.01593,0.00173,0.02488,0.09002
60700,0.01595,0.00173,0.0255,0.09039
60750,0.01578,0.00171,0.02516,0.0895
60800,0.01574,0.0017,0.02523,0.0885
60850,0.01586,0.00171,0.02543,0.08788
60900,0.01591,0.00171,0.0257,0.0903
60950,0.0159,0.00171,0.02569,0.09
61000,0.01605,0.00174,0.02593,0.09039
61050,0.01599,0.00173,0.02575,0.09136
61100,0.01592,0.00171,0.02579,0.09164
61150,0.01595,0.00171,0.02572,0.09202
61200,0.01603,0.00172,0.02573,0.0955
61250,0.01596,0.00171,0.02556,0.09565
61300,0.01585,0.00169,0.02543,0.09673
61350,0.01592,0.00169,0.02543,0.09723
61400,0.01585,0.00168,0.02533,0.09683
61450,0.0158,0.00167,0.02516,0.09793
61500,0.01594,0.00169,0.02544,0.0978
61550,0.01594,0.00168,0.02556,0.09679
61600,0.01601,0.00168,0.02567,0.09761
61650,0.01612,0.00171,0.02568,0.09787
61700,0.01611,0.0017,0.02556,0.09773
61750,0.01628,0.00174,0.02621,0.09845
61800,0.01625,0.00173,0.02612,0.09759
61850,0.0163,0.00174,0.02639,0.09773
61900,0.01621,0.00173,0.02612,0.09684
61950,0.01613,0.00172,0.02582,0.09714
62000,0.01604,0.0017,0.02581,0.09688
62050,0.01593,0.00168,0.02553,0.09898
62100,0.01583,0.00166,0.02533,0.09862
62150,0.01574,0.00164,0.02528,0.10013
62200,0.01571,0.00163,0.02538,0.10008
62250,0.01573,0.00162,0.02529,0.09997
62300,0.01571,0.00161,0.02515,0.09975
62350,0.01563,0.00159,0.02491,0.09959
62400,0.01554,0.00158,0.02467,0.09856
62450,0.01554,0.00158,0.0247,0.09777
62500,0.01567,0.0016,0.02534,0.09846
62550,0.01586,0.00163,0.02548,0.09846
62600,0.01596,0.00163,0.02571,0.0981
62650,0.01604,0.00164,0.02571,0.09738
62700,0.01604,0.00164,0.02595,0.09795
62750,0.01602,0.00163,0.026,0.09994
62800,0.01588,0.00162,0.02575,0.09943
62850,0.01606,0.00165,0.02618,0.10037
62900,0.01602,0.00165,0.0263,0.10006
62950,0.01626,0.00169,0.0267,0.10004
63000,0.0163,0.0017,0.02662,0.10145
63050,0.01627,0.00169,0.02644,0.10094
63100,0.01623,0.0017,0.02647,0.10039
63150,0.01612,0.00168,0.02627,0.10172
63200,0.01609,0.00168,0.02638,0.10121
63250,0.01619,0.00169,0.02654,0.10033
63300,0.01613,0.00168,0.02656,0.09988
63350,0.01605,0.00167,0.02642,0.09864
63400,0.01612,0.00168,0.0264,0.09864
63450,0.01658,0.00176,0.02741,0.09869
63500,0.01659,0.00175,0.02725,0.09877
63550,0.01663,0.00177,0.0272,0.09828
63600,0.01676,0.00179,0.02698,0.09752
63650,0.01684,0.0018,0.02699,0.09765
63700,0.0168,0.00179,0.02711,0.09694
63750,0.01672,0.00178,0.02716,0.09785
63800,0.01682,0.00179,0.02743,0.09818
63850,0.01673,0.00177,0.02732,0.09746
63900,0.01672,0.00178,0.0276,0.0972
63950,0.01681,0.00179,0.0276,0.09758
64000,0.01674,0.00178,0.0274,0.09693
64050,0.01671,0.00177,0.02737,0.09656
64100,0.01663,0.00175,0.028,0.09748
64150,0.01668,0.00175,0.0283,0.0971
64200,0.01673,0.00176,0.02804,0.09856
64250,0.01668,0.00175,0.0278,0.09796
64300,0.0166,0.00173,0.02767,0.09818
64350,0.0166,0.00173,0.02753,0.09861
64400,0.01665,0.00174,0.02734,0.09797
64450,0.01662,0.00173,0.02722,0.0988
64500,0.01659,0.00172,0.02723,0.09806
64550,0.01657,0.00171,0.02727,0.09737
64600,0.01642,0.00169,0.02706,0.09642
64650,0.0164,0.0017,0.02684,0.09737
64700,0.01635,0.00168,0.02694,0.09737
64750,0.01626,0.00167,0.02688,0.09658
64800,0.0164,0.00168,0.02735,0.09801
64850,0.01631,0.00167,0.02711,0.09903
64900,0.01636,0.00168,0.02725,0.09898
64950,0.01639,0.00169,0.0273,0.09812
65000,0.01633,0.00167,0.02709,0.09869
65050,0.01654,0.0017,0.02715,0.09896
65100,0.01644,0.00168,0.02707,0.09993
65150,0.01665,0.00174,0.0271,0.10027
65200,0.01672,0.00176,0.02708,0.10037
65250,0.01672,0.00175,0.02718,0.09967
65300,0.01674,0.00176,0.02721,0.09896
65350,0.01667,0.00175,0.0269,0.09806
65400,0.01673,0.00177,0.02696,0.09832
65450,0.0167,0.00176,0.02679,0.09817
65500,0.01667,0.00176,0.02667,0.09752
65550,0.01664,0.00176,0.02665,0.0965
65600,0.01664,0.00175,0.02671,0.09589
65650,0.0165,0.00172,0.02637,0.09495
65700,0.01667,0.00181,0.02634,0.0947
65750,0.01685,0.00197,0.02664,0.09456
65800,0.01682,0.00196,0.02655,0.09391
65850,0.01673,0.00194,0.02693,0.09388
65900,0.01669,0.00192,0.02674,0.09355
65950,0.01669,0.00192,0.02667,0.09402
66000,0.01665,0.0019,0.02707,0.0935
66050,0.01658,0.00189,0.02686,0.09354
66100,0.01661,0.00188,0.02684,0.0931
66150,0.01655,0.00187,0.02657,0.09231
66200,0.01659,0.00188,0.0264,0.09186
66250,0.01666,0.00188,0.02642,0.09256
66300,0.01645,0.00186,0.02609,0.09159
66350,0.01637,0.00184,0.02617,0.09103
66400,0.01639,0.00184,0.0261,0.0907
66450,0.01641,0.00184,0.02607,0.09148
66500,0.01633,0.00182,0.02599,0.09356
66550,0.01644,0.00183,0.02602,0.09346
66600,0.01664,0.00188,0.02653,0.0949
66650,0.0165,0.00185,0.02622,0.09421
66700,0.01642,0.00184,0.02602,0.09382
66750,0.01633,0.00182,0.0259,0.09309
66800,0.0164,0.00183,0.02594,0.09393
66850,0.01635,0.00181,0.02592,0.0943
66900,0.01631,0.0018,0.02574,0.09406
66950,0.01632,0.0018,0.02568,0.0938
67000,0.01637,0.00182,0.02591,0.09301
67050,0.01627,0.00181,0.0258,0.09247
67100,0.01617,0.00179,0.02562,0.0939
67150,0.01614,0.00178,0.02583,0.09332
67200,0.01615,0.00178,0.02579,0.09396
67250,0.01612,0.00178,0.02587,0.09374
67300,0.01598,0.00175,0.02558,0.0933
67350,0.01592,0.00174,0.02537,0.0927
67400,0.01588,0.00173,0.02513,0.0917
67450,0.01599,0.00175,0.02512,0.09127
67500,0.01609,0.00176,0.0252,0.09191
67550,0.01592,0.00174,0.025,0.09112
67600,0.01583,0.00172,0.02523,0.09065
67650,0.0158,0.00171,0.02508,0.09024
67700,0.01574,0.0017,0.02484,0.0905
67750,0.01568,0.00169,0.02475,0.08995
67800,0.01584,0.00169,0.02479,0.09008
67850,0.01576,0.00168,0.02452,0.09031
67900,0.01561,0.00166,0.02425,0.08955
67950,0.01555,0.00165,0.02439,0.09015
68000,0.01552,0.00164,0.02426,0.0898
68050,0.01551,0.00164,0.02436,0.08987
68100,0.01567,0.00166,0.02442,0.09469
68150,0.01579,0.00171,0.02451,0.09457
68200,0.01571,0.0017,0.02435,0.09393
68250,0.01587,0.00173,0.02442,0.09332
68300,0.01613,0.00177,0.02486,0.09587
68350,0.01603,0.00175,0.02476,0.09502
68400,0.01617,0.00178,0.02511,0.09458
68450,0.01609,0.00177,0.02492,0.0939
68500,0.01591,0.00174,0.02489,0.09371
68550,0.01589,0.00173,0.0249,0.0935
68600,0.01594,0.00174,0.02493,0.09426
68650,0.01587,0.00172,0.02463,0.09442
68700,0.01603,0.00175,0.02478,0.09342
68750,0.01593,0.00173,0.02487,0.09296
68800,0.01594,0.00172,0.02484,0.09212
68850,0.01593,0.00172,0.02475,0.09154
68900,0.01593,0.00171,0.02518,0.09298
68950,0.01593,0.00171,0.0252,0.09275
69000,0.01598,0.00172,0.02526,0.09326
69050,0.01609,0.00173,0.02543,0.09298
69100,0.01595,0.00171,0.02518,0.09284
69150,0.01603,0.00172,0.02549,0.09228
69200,0.01601,0.00171,0.02531,0.0921
69250,0.01601,0.00171,0.02532,0.09292
69300,0.01589,0.00169,0.02507,0.09402
69350,0.01575,0.00167,0.02482,0.09369
69400,0.01573,0.00165,0.02461,0.09318
69450,0.01576,0.00164,0.02447,0.09316
69500,0.01568,0.00163,0.02464,0.09316
69550,0.01559,0.00162,0.02441,0.09278
69600,0.01566,0.00162,0.0247,0.09439
69650,0.0156,0.00161,0.02481,0.0951
69700,0.01579,0.00164,0.02489,0.0968
69750,0.01567,0.00162,0.02468,0.09621
69800,0.01567,0.00161,0.02469,0.0953
69850,0.01557,0.00159,0.02459,0.09645
69900,0.01546,0.00158,0.02437,0.09598
69950,0.0155,0.00158,0.02442,0.09524
70000,0.01553,0.00158,0.02457,0.09556
70050,0.01567,0.00162,0.02466,0.09551
70100,0.01567,0.00161,0.02455,0.09703
70150,0.01567,0.00161,0.02441,0.09634
70200,0.01569,0.00161,0.02449,0.09604
70250,0.01583,0.00162,0.02444,0.09582
70300,0.01576,0.00161,0.02466,0.09529
70350,0.01586,0.00163,0.02488,0.09503
70400,0.0159,0.00163,0.02497,0.09871
70450,0.01595,0.00164,0.02524,0.0984
70500,0.01613,0.00166,0.02521,0.09931
70550,0.01619,0.00166,0.02518,0.10136
70600,0.01619,0.00166,0.02513,0.10069
70650,0.01609,0.00165,0.02508,0.09977
70700,0.01592,0.00162,0.02494,0.09901
70750,0.01601,0.00164,0.02514,0.09851
70800,0.0161,0.00168,0.02532,0.09825
70850,0.01596,0.00166,0.02515,0.09862
70900,0.01595,0.00165,0.02506,0.09783
70950,0.01586,0.00164,0.02478,0.0987
71000,0.0158,0.00163,0.02471,0.09839
71050,0.01598,0.00167,0.02483,0.09806
71100,0.01588,0.00164,0.02469,0.09743
71150,0.01594,0.00166,0.0246,0.09654
71200,0.01594,0.00166,0.02495,0.09721
71250,0.0158,0.00165,0.02472,0.09642
71300,0.01572,0.00163,0.02458,0.09936
71350,0.01597,0.00167,0.02478,0.09945
71400,0.01591,0.00167,0.02472,0.09873
71450,0.01587,0.00166,0.02448,0.09865
71500,0.01572,0.00163,0.0242,0.09883
71550,0.01565,0.00162,0.02428,0.09925
71600,0.01564,0.00162,0.02441,0.10124
71650,0.01567,0.00162,0.02446,0.10121
71700,0.01551,0.0016,0.02415,0.10043
71750,0.01557,0.00161,0.02433,0.09983
71800,0.0156,0.00161,0.02437,0.09922
71850,0.01561,0.00161,0.02428,0.09899
71900,0.01565,0.00163,0.02405,0.09845
71950,0.01561,0.0017,0.02398,0.09798
72000,0.0155,0.00168,0.02395,0.09709
72050,0.01563,0.00169,0.02399,0.09761
72100,0.01558,0.00167,0.02398,0.09869
72150,0.01585,0.00175,0.02437,0.09784
72200,0.01604,0.00178,0.02454,0.09704
72250,0.01604,0.00177,0.0246,0.0968
72300,0.01602,0.00177,0.02465,0.10138
72350,0.0159,0.00175,0.0245,0.10065
72400,0.01588,0.00174,0.02454,0.10106
72450,0.01598,0.00174,0.0247,0.10082
72500,0.01585,0.00173,0.02444,0.09972
72550,0.01577,0.00171,0.02424,0.09894
72600,0.01573,0.0017,0.0241,0.09816
72650,0.01585,0.00172,0.0242,0.09756
72700,0.01577,0.00171,0.02394,0.09674
72750,0.01574,0.0017,0.0241,0.09653
72800,0.01582,0.00171,0.02409,0.09652
72850,0.0158,0.0017,0.02391,0.09657
72900,0.0158,0.00169,0.02391,0.09616
72950,0.0157,0.00168,0.0237,0.09638
73000,0.0159,0.0017,0.02382,0.09644
73050,0.01657,0.00191,0.0247,0.09849
73100,0.01656,0.00191,0.02455,0.09901
73150,0.01658,0.00192,0.02466,0.09871
73200,0.01661,0.00191,0.0246,0.09827
73250,0.0165,0.00189,0.02441,0.09779
73300,0.01638,0.00187,0.02437,0.09675
73350,0.01627,0.00185,0.02408,0.09633
73400,0.01623,0.00183,0.02399,0.0954
73450,0.01618,0.00182,0.02397,0.09478
73500,0.01606,0.0018,0.02374,0.09467
73550,0.01611,0.0018,0.02371,0.09535
73600,0.01619,0.0018,0.0243,0.0948
73650,0.01624,0.0018,0.02432,0.09447
73700,0.01625,0.0018,0.02444,0.09402
73750,0.01611,0.00178,0.02439,0.09365
73800,0.01604,0.00176,0.02447,0.09269
73850,0.01616,0.00178,0.0247,0.09384
73900,0.01618,0.0018,0.02458,0.09292
73950,0.01604,0.00177,0.02442,0.09241
74000,0.01602,0.00176,0.02433,0.09244
74050,0.0159,0.00174,0.02418,0.09275
74100,0.01584,0.00172,0.02413,0.09254
74150,0.01593,0.00174,0.02419,0.09267
74200,0.0158,0.00172,0.02399,0.09208
74250,0.01601,0.00174,0.02413,0.09281
74300,0.01596,0.00172,0.02392,0.09288
74350,0.01589,0.00171,0.02381,0.09252
74400,0.0158,0.0017,0.02365,0.09238
74450,0.01588,0.0017,0.02351,0.09157
74500,0.01588,0.0017,0.02364,0.09062
74550,0.01571,0.00168,0.02347,0.08993
74600,0.01569,0.00167,0.02342,0.08917
74650,0.01549,0.00164,0.02316,0.08822
74700,0.01545,0.00163,0.02305,0.0889
74750,0.01534,0.00161,0.02287,0.08875
74800,0.01539,0.0016,0.02298,0.08881
74850,0.01533,0.0016,0.02291,0.08789
74900,0.01534,0.0016,0.02291,0.08744
74950,0.01541,0.0016,0.02297,0.08703
75000,0.01549,0.00163,0.02304,0.08661
75050,0.01548,0.00163,0.02331,0.08604
75100,0.0156,0.00164,0.02378,0.08758
75150,0.01544,0.00162,0.0235,0.08663
75200,0.01546,0.00162,0.02346,0.08696
75250,0.01555,0.00166,0.02372,0.08581
75300,0.01553,0.00165,0.0238,0.08567
75350,0.01542,0.00164,0.02357,0.08575
75400,0.01532,0.00162,0.02338,0.08507
75450,0.01531,0.00162,0.02336,0.08477
75500,0.01538,0.00163,0.02337,0.08925
75550,0.01536,0.00163,0.02332,0.08879
75600,0.01577,0.00174,0.02358,0.08868
75650,0.01585,0.00175,0.02407,0.08808
75700,0.01596,0.00175,0.02412,0.08792
75750,0.01597,0.00175,0.02439,0.08743
75800,0.016,0.00174,0.02456,0.08871
75850,0.01591,0.00173,0.02452,0.088
75900,0.01601,0.00174,0.0246,0.08929
75950,0.01605,0.00174,0.02455,0.09041
76000,0.01614,0.00176,0.02485,0.09127
76050,0.01606,0.00175,0.02474,0.09093
76100,0.016,0.00174,0.02462,0.09064
76150,0.0159,0.00171,0.02464,0.09025
76200,0.01597,0.00173,0.02447,0.08904
76250,0.01589,0.00171,0.02433,0.08812
76300,0.01618,0.00184,0.02425,0.08977
76350,0.01614,0.00182,0.02407,0.08927
76400,0.01598,0.00179,0.02374,0.0887
76450,0.0159,0.00178,0.02371,0.08816
76500,0.01581,0.00177,0.02375,0.08831
76550,0.01569,0.00176,0.02371,0.08884
76600,0.01582,0.00176,0.02395,0.09089
76650,0.01581,0.00175,0.02395,0.09282
76700,0.0159,0.00177,0.02385,0.09359
76750,0.0158,0.00175,0.02365,0.09318
76800,0.01589,0.00175,0.02353,0.09212
76850,0.0159,0.00174,0.02345,0.09171
76900,0.01591,0.00174,0.02329,0.09127
76950,0.01593,0.00174,0.02368,0.09033
77000,0.01588,0.00173,0.02361,0.09536
77050,0.01578,0.00171,0.02348,0.09503
77100,0.01571,0.0017,0.02326,0.097
77150,0.01565,0.00168,0.02326,0.09761
77200,0.01566,0.00168,0.02311,0.09741
77250,0.01555,0.00167,0.02299,0.09646
77300,0.01551,0.00166,0.02283,0.0968
77350,0.01549,0.00165,0.02285,0.0971
77400,0.01545,0.00164,0.0228,0.09734
77450,0.01537,0.00162,0.02282,0.09683
77500,0.01525,0.0016,0.02256,0.0959
77550,0.01533,0.0016,0.02285,0.09682
77600,0.0153,0.00159,0.02288,0.09603
77650,0.01525,0.00158,0.02276,0.09453
77700,0.01524,0.00158,0.02281,0.09566
77750,0.01539,0.0016,0.02314,0.09524
77800,0.01558,0.00164,0.02349,0.09708
77850,0.01553,0.00164,0.02331,0.09694
77900,0.01539,0.00162,0.0231,0.09636
77950,0.01554,0.00166,0.02329,0.09721
78000,0.01552,0.00166,0.02329,0.09645
78050,0.01555,0.00166,0.02342,0.09747
78100,0.01574,0.00168,0.02357,0.09859
78150,0.0157,0.00167,0.02367,0.09952
78200,0.01562,0.00166,0.02355,0.09833
78250,0.0158,0.00169,0.02351,0.09718
78300,0.01583,0.00169,0.02341,0.09758
78350,0.01573,0.00168,0.02337,0.09753
78400,0.01565,0.00166,0.02334,0.09733
78450,0.01573,0.00167,0.02321,0.09682
78500,0.01561,0.00165,0.02301,0.09584
78550,0.01564,0.00165,0.02308,0.09638
78600,0.01572,0.00166,0.02318,0.09644
78650,0.01575,0.00167,0.02319,0.09532
78700,0.01586,0.00169,0.02304,0.0967
78750,0.01596,0.00171,0.02319,0.09705
78800,0.01593,0.00171,0.0231,0.09617
78850,0.01591,0.0017,0.02302,0.09535
78900,0.01591,0.0017,0.02299,0.09561
78950,0.01587,0.0017,0.02301,0.09478
79000,0.01602,0.00171,0.02324,0.09472
79050,0.01601,0.00171,0.0232,0.09417
79100,0.0159,0.00169,0.02307,0.09349
79150,0.01584,0.00168,0.02298,0.09314
79200,0.0159,0.00169,0.02304,0.09278
79250,0.01593,0.00169,0.02313,0.09292
79300,0.0159,0.00169,0.02323,0.0932
79350,0.0159,0.00168,0.02322,0.09237
79400,0.01585,0.00167,0.02329,0.09255
79450,0.0158,0.00166,0.02314,0.09221
79500,0.01578,0.00166,0.02321,0.09181
79550,0.01585,0.00166,0.02325,0.09162
79600,0.01585,0.00166,0.02324,0.09227
79650,0.01608,0.00171,0.02341,0.09215
79700,0.01597,0.00169,0.0233,0.09134
79750,0.01586,0.00167,0.02314,0.09111
79800,0.01573,0.00165,0.02295,0.09028
79850,0.01564,0.00163,0.02284,0.09127
79900,0.01575,0.00164,0.02281,0.09255
79950,0.01555,0.00162,0.02254,0.09143
80000,0.01552,0.00161,0.02253,0.09029
80050,0.01559,0.00163,0.02263,0.08966
80100,0.0155,0.00162,0.0226,0.09045
80150,0.0154,0.0016,0.02238,0.08956
80200,0.01538,0.0016,0.02262,0.09033
80250,0.01534,0.00159,0.02255,0.08948
80300,0.01516,0.00156,0.02227,0.0883
80350,0.01522,0.00156,0.02223,0.088
80400,0.01523,0.00155,0.02226,0.08797
80450,0.01519,0.00155,0.0223,0.08725
80500,0.01534,0.00158,0.02237,0.08724
80550,0.01539,0.00158,0.02234,0.08671
80600,0.01538,0.00158,0.02223,0.08671
80650,0.01538,0.00157,0.02229,0.0874
80700,0.01526,0.00155,0.02207,0.08771
80750,0.01538,0.00156,0.02214,0.08813
80800,0.01535,0.00155,0.02202,0.08906
80850,0.01544,0.00156,0.02217,0.0896
80900,0.01544,0.00157,0.02216,0.08929
80950,0.01556,0.00158,0.02237,0.08922
81000,0.0158,0.00164,0.02263,0.09063
81050,0.01571,0.00163,0.02256,0.09089
81100,0.0158,0.00163,0.02255,0.09061
81150,0.01576,0.00162,0.02243,0.09122
81200,0.01574,0.00163,0.02247,0.09135
81250,0.01565,0.00162,0.02227,0.09038
81300,0.01548,0.00159,0.02211,0.08926
81350,0.01555,0.0016,0.02206,0.08917
81400,0.0155,0.00159,0.02204,0.08861
81450,0.01549,0.0016,0.02207,0.08853
81500,0.01552,0.0016,0.02217,0.08803
81550,0.01556,0.0016,0.02221,0.08761
81600,0.01546,0.00158,0.02206,0.0875
81650,0.01541,0.00157,0.02193,0.08698
81700,0.01532,0.00155,0.02188,0.08662
81750,0.01532,0.00155,0.02198,0.08701
81800,0.01534,0.00155,0.0221,0.08914
81850,0.01539,0.00155,0.02227,0.0889
81900,0.01561,0.0016,0.02265,0.08894
81950,0.01567,0.00159,0.0228,0.08933
82000,0.0157,0.00159,0.02296,0.08963
82050,0.01559,0.00158,0.02286,0.08879
82100,0.01559,0.00159,0.02269,0.08762
82150,0.01559,0.00158,0.02273,0.087
82200,0.01549,0.00157,0.02257,0.08641
82250,0.01541,0.00155,0.02241,0.08595
82300,0.01539,0.00155,0.02233,0.08614
82350,0.01543,0.00157,0.02256,0.08605
82400,0.01545,0.00157,0.02251,0.08614
82450,0.01556,0.00158,0.02256,0.08714
82500,0.01566,0.0016,0.02275,0.08781
82550,0.01569,0.0016,0.02284,0.08667
82600,0.01563,0.00159,0.02276,0.08993
82650,0.01564,0.00159,0.02267,0.08912
82700,0.01571,0.00159,0.02267,0.09053
82750,0.01562,0.00158,0.02249,0.09028
82800,0.01549,0.00156,0.02241,0.09038
82850,0.01531,0.00154,0.02209,0.09075
82900,0.0152,0.00153,0.02207,0.08986
82950,0.01506,0.00151,0.02182,0.08975
83000,0.01496,0.00149,0.02183,0.08912
83050,0.01499,0.00149,0.02201,0.08858
83100,0.01503,0.0015,0.02205,0.08835
83150,0.01515,0.0015,0.02199,0.0884
83200,0.01518,0.00151,0.02198,0.08799
83250,0.01516,0.0015,0.02195,0.08768
83300,0.01512,0.00149,0.02201,0.08722
83350,0.01502,0.00149,0.02189,0.08696
83400,0.01515,0.0015,0.02201,0.08706
83450,0.01502,0.00148,0.02178,0.08647
83500,0.0149,0.00147,0.02162,0.08592
83550,0.01489,0.00147,0.02155,0.08572
83600,0.01492,0.00147,0.0216,0.08705
83650,0.01492,0.00146,0.02168,0.08743
83700,0.01495,0.00147,0.0217,0.0872
83750,0.01478,0.00145,0.02139,0.08628
83800,0.01493,0.00148,0.02139,0.08576
83850,0.01488,0.00147,0.02145,0.08498
83900,0.0148,0.00145,0.02131,0.08415
83950,0.01497,0.00148,0.02155,0.08587
84000,0.01494,0.00147,0.02165,0.08519
84050,0.01496,0.00148,0.0216,0.08669
84100,0.01498,0.00147,0.02159,0.08618
84150,0.01492,0.00146,0.02155,0.08532
84200,0.01485,0.00145,0.02153,0.08626
84250,0.01473,0.00143,0.02135,0.08502
84300,0.01463,0.00141,0.0212,0.08451
84350,0.01455,0.0014,0.02114,0.08393
84400,0.01448,0.00139,0.02133,0.08459
84450,0.01465,0.00142,0.02179,0.08424
84500,0.0147,0.00142,0.02214,0.08371
84550,0.01481,0.00143,0.0225,0.08409
84600,0.01486,0.00144,0.02274,0.08461
84650,0.01482,0.00145,0.02266,0.08415
84700,0.0148,0.00145,0.02278,0.08401
84750,0.01482,0.00146,0.02277,0.08388
84800,0.01484,0.00146,0.02267,0.08322
84850,0.01499,0.00148,0.02269,0.08322
84900,0.01484,0.00146,0.02248,0.08212
84950,0.01492,0.00147,0.02255,0.08325
85000,0.01511,0.00148,0.02261,0.08274
85050,0.01515,0.00148,0.02268,0.0826
85100,0.01499,0.00147,0.02244,0.08219
85150,0.01494,0.00145,0.02261,0.08141
85200,0.01492,0.00144,0.02245,0.08051
85250,0.01495,0.00144,0.02245,0.08103
85300,0.01499,0.00145,0.02241,0.08072
85350,0.01483,0.00143,0.02216,0.0802
85400,0.01489,0.00143,0.0224,0.08046
85450,0.01484,0.00142,0.02235,0.08009
85500,0.01477,0.00141,0.02219,0.08071
85550,0.0147,0.0014,0.0221,0.07989
85600,0.01472,0.0014,0.02206,0.07948
85650,0.0148,0.00142,0.02215,0.0802
85700,0.01491,0.00143,0.0227,0.08145
85750,0.01478,0.00141,0.02265,0.08129
85800,0.01482,0.00142,0.02295,0.08116
85850,0.0149,0.00143,0.02281,0.08193
85900,0.01502,0.00146,0.02322,0.08224
85950,0.01497,0.00146,0.02316,0.08142
86000,0.01508,0.00147,0.02361,0.08116
86050,0.01496,0.00145,0.02345,0.08223
86100,0.0149,0.00144,0.02333,0.0831
86150,0.0149,0.00144,0.02333,0.08267
86200,0.01476,0.00142,0.02299,0.0817
86250,0.01485,0.00144,0.02302,0.0823
86300,0.01475,0.00142,0.02315,0.08208
86350,0.01466,0.00141,0.02305,0.08124
86400,0.01464,0.00141,0.02306,0.08132
86450,0.01466,0.00141,0.02291,0.08335
86500,0.01465,0.00141,0.02282,0.08322
86550,0.01463,0.00141,0.02305,0.08338
86600,0.01473,0.00142,0.02316,0.08365
86650,0.01478,0.00145,0.02294,0.08342
86700,0.01478,0.00144,0.02294,0.08282
86750,0.01476,0.00144,0.02314,0.0829
86800,0.01474,0.00143,0.02312,0.08632
86850,0.01468,0.00142,0.02289,0.08598
86900,0.01471,0.00142,0.023,0.08861
86950,0.01471,0.00142,0.02333,0.08819
87000,0.01465,0.00141,0.02361,0.0879
87050,0.01463,0.00142,0.02362,0.08776
87100,0.01473,0.00143,0.02366,0.08765
87150,0.01471,0.00143,0.0238,0.08774
87200,0.0146,0.00141,0.02355,0.08722
87250,0.01448,0.0014,0.02328,0.08637
87300,0.01444,0.0014,0.02332,0.08575
87350,0.01459,0.00143,0.02368,0.08587
87400,0.01454,0.00144,0.0237,0.08519
87450,0.01448,0.00142,0.02347,0.08542
87500,0.01453,0.00143,0.02347,0.0859
87550,0.01454,0.00142,0.02348,0.08548
87600,0.01441,0.00141,0.02339,0.0853
87650,0.01453,0.00142,0.02336,0.08652
87700,0.01458,0.00142,0.02341,0.08681
87750,0.01446,0.0014,0.02337,0.08646
87800,0.01444,0.00139,0.02319,0.0863
87850,0.01457,0.00142,0.02356,0.08553
87900,0.01477,0.00144,0.02367,0.08597
87950,0.01471,0.00144,0.02388,0.08553
88000,0.0147,0.00143,0.02409,0.08454
88050,0.0147,0.00143,0.02396,0.08553
88100,0.01481,0.00145,0.02404,0.08619
88150,0.01497,0.00149,0.02427,0.08718
88200,0.01534,0.00156,0.02428,0.08775
88250,0.01523,0.00154,0.02413,0.08681
88300,0.01527,0.00154,0.02404,0.08808
88350,0.01518,0.00153,0.02387,0.08797
88400,0.01524,0.00155,0.02395,0.08881
88450,0.01523,0.00155,0.02388,0.08836
88500,0.01521,0.00153,0.02378,0.08735
88550,0.01528,0.00155,0.0237,0.08728
88600,0.01535,0.00155,0.02385,0.08933
88650,0.01525,0.00153,0.02367,0.09038
88700,0.01522,0.00153,0.02371,0.08981
88750,0.01561,0.00159,0.02367,0.09656
88800,0.0156,0.00158,0.02373,0.09897
88850,0.01557,0.00157,0.02425,0.09818
88900,0.01571,0.0016,0.02424,0.09745
88950,0.01577,0.00161,0.0243,0.0976
89000,0.01591,0.00163,0.02439,0.09742
89050,0.01587,0.00162,0.02432,0.09643
89100,0.01602,0.00165,0.02447,0.09733
89150,0.01601,0.00164,0.02442,0.09864
89200,0.01624,0.00167,0.02466,0.09837
89250,0.01617,0.00166,0.02461,0.09978
89300,0.01609,0.00166,0.02462,0.0991
89350,0.01605,0.00164,0.02438,0.09938
89400,0.016,0.00163,0.0243,0.09817
89450,0.01595,0.00163,0.02415,0.09791
89500,0.0159,0.00161,0.02402,0.09839
89550,0.01596,0.00163,0.02431,0.09812
89600,0.01599,0.00163,0.02434,0.09854
89650,0.0159,0.00161,0.02439,0.09843
89700,0.01586,0.00161,0.02433,0.10169
89750,0.01621,0.00165,0.02486,0.10203
89800,0.01623,0.00165,0.02483,0.10259
89850,0.0162,0.00164,0.02486,0.10173
89900,0.01607,0.00162,0.02457,0.10134
89950,0.01598,0.00161,0.02456,0.10125
90000,0.01597,0.00161,0.02454,0.10214
90050,0.01613,0.00164,0.02492,0.10391
90100,0.01618,0.00164,0.02506,0.10426
90150,0.01618,0.00164,0.02491,0.10351
90200,0.01646,0.00184,0.02491,0.1046
90250,0.01654,0.00184,0.02518,0.10607
90300,0.01652,0.00183,0.02521,0.10615
90350,0.01655,0.00184,0.02527,0.10637
90400,0.01649,0.00182,0.02548,0.10602
90450,0.0164,0.00181,0.02543,0.10474
90500,0.01632,0.0018,0.02531,0.10478
90550,0.01633,0.00179,0.02531,0.10413
90600,0.01617,0.00177,0.0252,0.10396
90650,0.01618,0.00178,0.02512,0.10397
